scientificName,kingdom,phylum,order,family,genus,species,specificEpithet,decimalLongitude,decimalLatitude,year,month,class,country,datasetName,recordedBy
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,,,1985.0,7.0,Magnoliopsida,Brazil,"Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)",Mike Hopkins
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,-40.545556,-11.172778,1985.0,7.0,Magnoliopsida,Brazil,CEPEC - Herbário do Centro de Pesquisas do Cacau,A. M. Giulietti
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,-51.05,-19.233333,1985.0,9.0,Magnoliopsida,Brazil,CPAP - Herbário CPAP,"Pott, V. J.; Bueno, N. C.; Ferreira, C. J.; Coutinho, M. E."
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,0.0,0.0,1984.0,2.0,Magnoliopsida,Brazil,ICN - Herbário do Instituto de Ciências Naturais,"Hagelund, K"
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,,,1984.0,7.0,Magnoliopsida,Brazil,"Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)",Mike Hopkins
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,,,1983.0,4.0,Magnoliopsida,Brazil,FLOR - Herbário do Departamento de Botânica da Universidade Federal de Santa Catarina,"Sobral, M.; Falkenberg, D.B."
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,,,1983.0,4.0,Magnoliopsida,Brazil,FLOR - Herbário do Departamento de Botânica da Universidade Federal de Santa Catarina,"Sobral, M.; Falkenberg, D.B."
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,0.0,0.0,1983.0,5.0,Magnoliopsida,Brazil,Vascular plants,L. M. M. Carreira
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,-38.97,-12.25,1983.0,5.0,Magnoliopsida,Brazil,NMNH Extant Biology,L. R. Noblick & M. Lemos
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,-38.97,-12.25,1983.0,5.0,Magnoliopsida,Brazil,NMNH Extant Biology,L. R. Noblick & M. Lemos
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,0.0,0.0,1983.0,5.0,Magnoliopsida,Brazil,MBM - Herbário do Museu Botânico Municipal,"Hatschbach, G"
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,-38.966667,-12.25,1983.0,5.0,Magnoliopsida,Brazil,CEPEC - Herbário do Centro de Pesquisas do Cacau,L. R. Noblick
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,-38.966667,-12.25,1983.0,5.0,Magnoliopsida,Brazil,HUEFS - Herbario da Universidade Estadual de Feira de Santana,"Noblick, L.R."
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,-38.966667,-12.25,1983.0,5.0,Magnoliopsida,Brazil,ALCB - Herbário Alexandre Leal Costa,"Noblick, LR; Lemos, MJS"
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,,,1982.0,6.0,Magnoliopsida,Brazil,HUEFS - Herbario da Universidade Estadual de Feira de Santana,"Lôbo, C.M.B."
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,0.0,0.0,1982.0,6.0,Magnoliopsida,Brazil,ALCB - Herbário Alexandre Leal Costa,"Lobo, CMB"
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,0.0,0.0,1981.0,1.0,Magnoliopsida,Brazil,ICN - Herbário do Instituto de Ciências Naturais,"Miotto, STS"
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,0.0,0.0,1981.0,3.0,Magnoliopsida,Brazil,ICN - Herbário do Instituto de Ciências Naturais,"Irgang, BE; et al."
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,-35.825,-5.711111,1981.0,8.0,Magnoliopsida,Brazil,MOSS - Herbário Dárdano de Andrade Lima,"Oliveira, O.F. de"
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,,,1981.0,12.0,Magnoliopsida,Brazil,HAS - Herbário Alarich Rudolf Holger Schultz,"Bueno, O."
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,-43.216667,-13.383333,1980.0,4.0,Magnoliopsida,Brazil,,Harley RM; et al.
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,-46.98,-1.07,1980.0,4.0,Magnoliopsida,Brazil,NMNH Extant Biology,"G. Davidse, N. A. Rosa, C. S. Rosário & M. G. Silva"
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,,,1980.0,4.0,Magnoliopsida,Brazil,,"Harley, R.M."
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,-43.21666,-13.38333,1980.0,4.0,Magnoliopsida,Brazil,Tropicos,R.M. Harley
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,-43.22,-13.38,1980.0,4.0,Magnoliopsida,Brazil,Vascular plants,R. M. Harley
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,-46.98,-1.07,1980.0,4.0,Magnoliopsida,Brazil,Vascular plants,G. Davidse
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,-43.22,-13.38,1980.0,4.0,Magnoliopsida,Brazil,NMNH Extant Biology,"R. M. Harley, G. L. Bromley, A. M. Carvalho, J. Hage & H. S. Brito"
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,-43.216667,-13.383333,1980.0,4.0,Magnoliopsida,Brazil,IPA - Herbário - IPA Dárdano de Andrade Lima,"Harley, R.M."
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,-43.216667,-13.383333,1980.0,4.0,Magnoliopsida,Brazil,RB - Rio de Janeiro Botanical Garden Herbarium Collection,"R.M. Harley; G.L. Bromley , A.M. De Carvalho, J. L. Hage"
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,-43.216667,-13.383333,1980.0,4.0,Magnoliopsida,Brazil,UEC - Herbário da Universidade Estadual de Campinas,"Harley, R.M."
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,-43.216667,-13.383333,1980.0,4.0,Magnoliopsida,Brazil,CEPEC - Herbário do Centro de Pesquisas do Cacau,R. M. Harley
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,,,1980.0,6.0,Magnoliopsida,Brazil,Tropicos,Christopher Davidson|Gustavo Martinelli
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,-55.965874,-1.869752,1980.0,6.0,Magnoliopsida,Brazil,Vascular plants,C. Davidson
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,,,1980.0,6.0,Magnoliopsida,Brazil,"Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)",Mike Hopkins
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,,,1980.0,6.0,Magnoliopsida,Brazil,NMNH Extant Biology,C. Davidson & G. Martinelli
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,,,1980.0,6.0,Magnoliopsida,Brazil,RB - Rio de Janeiro Botanical Garden Herbarium Collection,CD
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,-55.831999,-1.768258,1980.0,9.0,Magnoliopsida,Brazil,Vascular plants,C. A. Cid Ferreira
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,,,1980.0,9.0,Magnoliopsida,Brazil,Tropicos,C.A. Cid Ferreira|J. Ramos|C.D.A. da Mota|N. Rosas
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,,,1980.0,9.0,Magnoliopsida,Brazil,"Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)",Mike Hopkins
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,,,1980.0,9.0,Magnoliopsida,Brazil,,"Ferreira,  C.A.C.; Ramos,  J."
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,,,1980.0,9.0,Magnoliopsida,Brazil,NMNH Extant Biology,"C. A. Cid Ferreira, J. Ramos, C. D. A. Mota & N. Rosas"
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,,,1979.0,1.0,Magnoliopsida,Brazil,"Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)",Mike Hopkins
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,-57.53,-17.87,1979.0,6.0,Magnoliopsida,Brazil,Vascular plants,G. T. Prance
Justicia obtusifolia (Nees) Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,obtusifolia,,,1978.0,1.0,Magnoliopsida,Brazil,RB - Rio de Janeiro Botanical Garden Herbarium Collection,G. Martinelli
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,0.0,0.0,1978.0,3.0,Magnoliopsida,Brazil,MBM - Herbário do Museu Botânico Municipal,"Hatschbach, G"
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,,,1978.0,3.0,Magnoliopsida,Brazil,NMNH Extant Biology,G. Hatschbach
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,-57.53,-17.87,1978.0,5.0,Magnoliopsida,Brazil,Vascular plants,G. Schaller
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,0.0,0.0,1978.0,12.0,Magnoliopsida,Brazil,ICN - Herbário do Instituto de Ciências Naturais,"Waechter, JL"
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,0.0,0.0,1977.0,3.0,Magnoliopsida,Brazil,ICN - Herbário do Instituto de Ciências Naturais,"Lima, DA; et al."
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,0.0,0.0,1977.0,5.0,Magnoliopsida,Brazil,ICN - Herbário do Instituto de Ciências Naturais,"Longhi-Wagner, HM; et al."
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,,,1977.0,5.0,Magnoliopsida,Brazil,"Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)",Mike Hopkins
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,0.0,0.0,1973.0,1.0,Magnoliopsida,Brazil,ICN - Herbário do Instituto de Ciências Naturais,"Hagelund, K"
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,,,1972.0,4.0,Magnoliopsida,Brazil,NMNH Extant Biology,G. Hatschbach
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,,,1972.0,4.0,Magnoliopsida,Brazil,RB - Rio de Janeiro Botanical Garden Herbarium Collection,G. Hatschbach
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,,,1972.0,4.0,Magnoliopsida,Brazil,Tropicos,Gert G. Hatschbach
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,,,1972.0,5.0,Magnoliopsida,Brazil,NMNH Extant Biology,G. Hatschbach
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,,,1971.0,1.0,Magnoliopsida,Brazil,NMNH Extant Biology,G. Hatschbach
Justicia anagallis (Nees) Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,anagallis,-49.2736972819373,-25.431982428804794,1971.0,2.0,Magnoliopsida,Brazil,Vascular plants,G. G. Hatschbach
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,0.0,0.0,1971.0,2.0,Magnoliopsida,Brazil,MBM - Herbário do Museu Botânico Municipal,"Hatschbach, G"
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,,,1971.0,2.0,Magnoliopsida,Brazil,NMNH Extant Biology,G. Hatschbach
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,,,1971.0,12.0,Magnoliopsida,Brazil,NMNH Extant Biology,"G. Hatschbach, L. Smith & R. M. Klein"
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,,,1971.0,12.0,Magnoliopsida,Brazil,NMNH Extant Biology,L. Smith & R. M. Klein
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,,,1970.0,2.0,Magnoliopsida,Brazil,NMNH Extant Biology,"Hatschbach, --"
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,,,1970.0,2.0,Magnoliopsida,Brazil,NMNH Extant Biology,G. Hatschbach
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,0.0,0.0,1969.0,7.0,Magnoliopsida,Brazil,MBM - Herbário do Museu Botânico Municipal,"Hatschbach, G; Guimarães, O"
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,0.0,0.0,1968.0,6.0,Magnoliopsida,Brazil,MBM - Herbário do Museu Botânico Municipal,"Hatschbach, G; Guimarães, O"
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,,,1968.0,6.0,Magnoliopsida,Brazil,NMNH Extant Biology,G. Hatschbach & O. Guimarães
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,,,1968.0,12.0,Magnoliopsida,Brazil,UPCB - Herbário do Departamento de Botânica,"Hatschbach, G."
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,-53.008927,-25.537385,1968.0,12.0,Magnoliopsida,Brazil,Vascular plants,G. G. Hatschbach
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,,,1968.0,12.0,Magnoliopsida,Brazil,,Hatschbach GG; Guimaraes OA
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,-53.008927,-25.537385,1968.0,12.0,Magnoliopsida,Brazil,Vascular plants,G. G. Hatschbach
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,,,1968.0,12.0,Magnoliopsida,Brazil,NMNH Extant Biology,G. Hatschbach & O. Guimarães
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,0.0,0.0,1967.0,1.0,Magnoliopsida,Brazil,MBM - Herbário do Museu Botânico Municipal,"Dombrowski, LT; Kuniyoshi, YS"
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,0.0,0.0,1967.0,11.0,Magnoliopsida,Brazil,ICN - Herbário do Instituto de Ciências Naturais,"Schultz, AR"
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,,,1966.0,1.0,Magnoliopsida,Brazil,RB - Rio de Janeiro Botanical Garden Herbarium Collection,Klein; Bresolin
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,,,1966.0,1.0,Magnoliopsida,Brazil,FLOR - Herbário do Departamento de Botânica da Universidade Federal de Santa Catarina,"Klein, R.M.; Bresolin, A."
Justicia anagallis (Nees) Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,anagallis,,,1966.0,4.0,Magnoliopsida,Brazil,UPCB - Herbário do Departamento de Botânica,"Hatschbach, G."
Justicia anagallis (Nees) Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,anagallis,,,1966.0,4.0,Magnoliopsida,Brazil,UPCB - Herbário do Departamento de Botânica,"Hatschbach, G."
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,,,1966.0,4.0,Magnoliopsida,Brazil,NMNH Extant Biology,G. Hatschbach
Justicia anagallis (Nees) Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,anagallis,-50.012345366010194,-24.794970416313692,1966.0,4.0,Magnoliopsida,Brazil,Vascular plants,G. G. Hatschbach
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,,,1966.0,4.0,Magnoliopsida,Brazil,,"Hatschbach, G."
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,0.0,0.0,1966.0,4.0,Magnoliopsida,Brazil,MBM - Herbário do Museu Botânico Municipal,"Hatschbach, G"
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,-52.23,-26.85,1964.0,12.0,Magnoliopsida,Brazil,NMNH Extant Biology,L. Smith & R. M. Klein
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,,,1962.0,12.0,Magnoliopsida,Brazil,NMNH Extant Biology,R. M. Klein
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,0.0,0.0,1958.0,5.0,Magnoliopsida,Brazil,ALCB - Herbário Alexandre Leal Costa,"Lordêlo, RP"
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,,,1957.0,1.0,Magnoliopsida,Brazil,Tropicos,Lyman B. Smith|P. Raulino Reitz
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,,,1957.0,1.0,Magnoliopsida,Brazil,NMNH Extant Biology,L. Smith & R. Reitz
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,,,1957.0,1.0,Magnoliopsida,Brazil,RB - Rio de Janeiro Botanical Garden Herbarium Collection,L.B. Smith; Pe. R. Reitz
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,,,1957.0,2.0,Magnoliopsida,Brazil,NMNH Extant Biology,L. Smith & R. M. Klein
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,,,1957.0,11.0,Magnoliopsida,Brazil,NMNH Extant Biology,Ghatschbach
Justicia anagallis (Nees) Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,anagallis,,,1957.0,11.0,Magnoliopsida,Brazil,UPCB - Herbário do Departamento de Botânica,"Hatschbach, G."
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,,,1957.0,11.0,Magnoliopsida,Brazil,PACA-AGP - Herbarium Anchieta,"Hatschbach, G."
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,0.0,0.0,1957.0,11.0,Magnoliopsida,Brazil,MBM - Herbário do Museu Botânico Municipal,"Hatschbach, G"
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,0.0,0.0,1956.0,1.0,Magnoliopsida,Brazil,IPA - Herbário - IPA Dárdano de Andrade Lima,Andrade-Lima
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,,,1956.0,1.0,Magnoliopsida,Brazil,,Dionisio
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,,,1956.0,1.0,Magnoliopsida,Brazil,NMNH Extant Biology,D. F. Coêlho
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,,,1956.0,1.0,Magnoliopsida,Brazil,"Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)",Mike Hopkins
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,,,1956.0,2.0,Magnoliopsida,Brazil,RB - Rio de Janeiro Botanical Garden Herbarium Collection,
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,0.0,0.0,1956.0,3.0,Magnoliopsida,Brazil,ALCB - Herbário Alexandre Leal Costa,"Lordêlo, RP"
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,,,1956.0,11.0,Magnoliopsida,Brazil,NMNH Extant Biology,"L. Smith, R. Reitz & R. M. Klein"
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,,,1956.0,11.0,Magnoliopsida,Brazil,,"Smith, L.B."
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,,,1956.0,11.0,Magnoliopsida,Brazil,RB - Rio de Janeiro Botanical Garden Herbarium Collection,L. B. Smith; Pe. R. Reitz e R. Klein
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,,,1956.0,11.0,Magnoliopsida,Brazil,NMNH Extant Biology,"L. Smith, R. Reitz & R. M. Klein"
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,,,1953.0,10.0,Magnoliopsida,Brazil,RB - Rio de Janeiro Botanical Garden Herbarium Collection,"E. Pereira; W Egler, Graziela"
Justicia anagallis (Nees) Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,anagallis,-42.0317,-22.9467,1952.0,4.0,Magnoliopsida,Brazil,Vascular plants,L. B. Smith
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,,,1952.0,4.0,Magnoliopsida,Brazil,NMNH Extant Biology,"G. A. Black, -. Ledoux & Stegemann"
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,-42.0317,-22.9467,1952.0,4.0,Magnoliopsida,Brazil,NMNH Extant Biology,"L. Smith, A. Magnanini, S. L. Oliveira e Silva, L. Dau & et al."
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,-42.0317,-22.9467,1952.0,4.0,Magnoliopsida,Brazil,NMNH Extant Biology,"L. Smith, A. Magnanini, S. L. Oliveira e Silva, L. Dau & et al."
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,,,1952.0,5.0,Magnoliopsida,Brazil,NMNH Extant Biology,J. M. Pires & N. Silva
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,,,1952.0,7.0,Magnoliopsida,Brazil,NMNH Extant Biology,G. A. Black
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,,,1951.0,7.0,Magnoliopsida,Brazil,NMNH Extant Biology,R. Froes & G. A. Black
