scientificName,kingdom,phylum,order,family,genus,species,specificEpithet,decimalLongitude,decimalLatitude,year,month,class,country,datasetName,recordedBy
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,0.0,0.0,2003.0,6.0,Magnoliopsida,Brazil,MBM - Herbário do Museu Botânico Municipal,"Hatschbach, G; Hatschbach, M; Ribas, OS; Cordeiro, J"
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,,,2003.0,6.0,Magnoliopsida,Brazil,,"Hatschbach,G., Hatschbach,M., Ribas,O.S. & Cordeiro,J."
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,,,2003.0,6.0,Magnoliopsida,Brazil,NMNH Extant Biology,"G. Hatschbach, M. M. Hatschbach, O. S. Ribas & J. A. Carneiro"
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,,,2003.0,6.0,Magnoliopsida,Brazil,,G. Hatschbach
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,-57.0475,-19.376666,2003.0,6.0,Magnoliopsida,Brazil,CEN - Herbário da Embrapa Recursos Genéticos e Biotecnologia,Vali Joana Pott
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,,,2003.0,9.0,Magnoliopsida,Brazil,UPCB - Herbário do Departamento de Botânica,"Pinto, G.B.S."
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,,,2003.0,10.0,Magnoliopsida,Brazil,NMNH Extant Biology,"G. Hatschbach, M. M. Hatschbach & E. Barbosa"
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,0.0,0.0,2003.0,11.0,Magnoliopsida,Brazil,UFMT - Herbário UFMT,"Rebellato, L."
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,0.0,0.0,2002.0,1.0,Magnoliopsida,Brazil,UEC - Herbário da Universidade Estadual de Campinas,"Sciamarelli, A.; Oliveira, M.I.B.; Ishimi, C.M."
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,-47.19722,-15.98333,2002.0,3.0,Magnoliopsida,Brazil,CEN - Herbário da Embrapa Recursos Genéticos e Biotecnologia,Glocimar Pereira-Silva
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,-47.197222,-15.983333,2002.0,3.0,Magnoliopsida,Brazil,RB - Rio de Janeiro Botanical Garden Herbarium Collection,"G.Pereira-Silva; G.A.Moreira, J.B.Pereira e M.Carvalho-Silva"
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,-47.197222,-15.983333,2002.0,3.0,Magnoliopsida,Brazil,HUEFS - Herbario da Universidade Estadual de Feira de Santana,"Silva, G.P."
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,,,2002.0,3.0,Magnoliopsida,Brazil,CGMS - Herbário da Fundação Universidade Federal de Mato Grosso do Sul,L.C. Costa
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,,,2002.0,5.0,Magnoliopsida,Brazil,CGMS - Herbário da Fundação Universidade Federal de Mato Grosso do Sul,A.L. Barros
Justicia anagallis (Nees) Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,anagallis,-57.65,-16.066667,2002.0,6.0,Magnoliopsida,Brazil,"HPAN - Herbário do Pantanal ""Vali Joana Pott""","Schessl, M"
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,-56.116111,-20.156944,2002.0,11.0,Magnoliopsida,Brazil,CGMS - Herbário da Fundação Universidade Federal de Mato Grosso do Sul,V.J. Pott
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,,,2002.0,11.0,Magnoliopsida,Brazil,NMNH Extant Biology,"G. Hatschbach, M. M. Hatschbach & J. M. Silva"
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,,,2002.0,11.0,Magnoliopsida,Brazil,HUEFS - Herbario da Universidade Estadual de Feira de Santana,"Hatschbach, G."
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,-57.566667,-17.816667,2001.0,3.0,Magnoliopsida,Brazil,CGMS - Herbário da Fundação Universidade Federal de Mato Grosso do Sul,A. Pott
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,-56.626389,-21.336278,2001.0,4.0,Magnoliopsida,Brazil,CGMS - Herbário da Fundação Universidade Federal de Mato Grosso do Sul,V.J. Pott
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,-57.540028,-17.728944,2001.0,9.0,Magnoliopsida,Brazil,CPAP - Herbário CPAP,"Pott, V. J.; Lima, L.C.P. & Freitas, G.K."
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,-57.553056,-17.831111,2001.0,9.0,Magnoliopsida,Brazil,CGMS - Herbário da Fundação Universidade Federal de Mato Grosso do Sul,A. Pott
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,-57.553056,-17.831111,2001.0,9.0,Magnoliopsida,Brazil,CPAP - Herbário CPAP,"Pott, A.; Pott, V.J.; Lima, L.C.P.; Cunha da C.N.; Silveria, E.A.; Ferreira, H. & Arruda, E.C."
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,-57.540028,-17.728944,2001.0,9.0,Magnoliopsida,Brazil,CGMS - Herbário da Fundação Universidade Federal de Mato Grosso do Sul,V.J. Pott
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,-43.284167,-13.169722,2000.0,2.0,Magnoliopsida,Brazil,HUEFS - Herbario da Universidade Estadual de Feira de Santana,"Queiroz, L.P.de"
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,-56.55,-21.25,2000.0,3.0,Magnoliopsida,Brazil,CPAP - Herbário CPAP,"Pott, V. J.; Souza, P.R. de; Scremin-DIAS, E."
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,-54.1503,-17.2089,2000.0,10.0,Magnoliopsida,Brazil,IAC - Herbário do Instituto Agronômico de Campinas,G.F. Árbocz
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,,,1999.0,1.0,Magnoliopsida,Brazil,HUEFS - Herbario da Universidade Estadual de Feira de Santana,"Junqueira, M.E.R."
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,,,1999.0,3.0,Magnoliopsida,Brazil,PACA-AGP - Herbarium Anchieta,J. M. Consoni
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,0.0,0.0,1999.0,5.0,Magnoliopsida,Brazil,UFMT - Herbário UFMT,"Vilhalva, D.A.A."
Justicia anagallis (Nees) Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,anagallis,,,1999.0,8.0,Magnoliopsida,Brazil,UPCB - Herbário do Departamento de Botânica,"Gatti, G."
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,0.0,0.0,1999.0,11.0,Magnoliopsida,Brazil,MBM - Herbário do Museu Botânico Municipal,"Junqueira, MER; Rodrigues, MOS; Senna, LR; França, F"
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,-56.103611,-19.941667,1999.0,12.0,Magnoliopsida,Brazil,CPAP - Herbário CPAP,"Pott, V. J.; Pott, A.; Riberio, M.; Souza, O.C."
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,-56.217778,-19.926667,1998.0,4.0,Magnoliopsida,Brazil,CPAP - Herbário CPAP,"Pott, V. J.; Pott, A.; Silva, J.S.V."
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,-57.566667,-18.566667,1998.0,6.0,Magnoliopsida,Brazil,CPAP - Herbário CPAP,"Salis, S. M.; Calheiros, D."
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,-56.913333,-19.211389,1998.0,9.0,Magnoliopsida,Brazil,CPAP - Herbário CPAP,"Salis, S. M.; Nakajima, J."
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,-56.716667,-18.916667,1998.0,12.0,Magnoliopsida,Brazil,CPAP - Herbário CPAP,"Pott, V. J.; Pott, A.; Arantes, A."
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,,,1997.0,2.0,Magnoliopsida,Brazil,HUEFS - Herbario da Universidade Estadual de Feira de Santana,"Giulietti, A.M."
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,-41.0,-12.0,1997.0,2.0,Magnoliopsida,Brazil,ALCB - Herbário Alexandre Leal Costa,"Giulietti, AM; Harley, RM; Atkins, S"
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,-56.645,-16.353611,1996.0,2.0,Magnoliopsida,Brazil,CPAP - Herbário CPAP,"Pott, V. J.; Pott, A.; Bueno, N.C.; Arantes, A."
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,-56.625556,-16.380278,1996.0,2.0,Magnoliopsida,Brazil,CPAP - Herbário CPAP,"Pott, A.; Pott, V.J.; Arantes, A.; Bueno, N.C."
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,-56.625556,-16.380278,1996.0,2.0,Magnoliopsida,Brazil,CGMS - Herbário da Fundação Universidade Federal de Mato Grosso do Sul,A. Pott
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,-38.966667,-12.25,1996.0,5.0,Magnoliopsida,Brazil,CEPEC - Herbário do Centro de Pesquisas do Cacau,L. R. Noblick
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,0.0,0.0,1996.0,6.0,Magnoliopsida,Brazil,EAC - Herbário Prisco Bezerra,"Castro, A.S.F."
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,-40.545556,-11.172778,1996.0,7.0,Magnoliopsida,Brazil,ALCB - Herbário Alexandre Leal Costa,"Giulietti, AM; Harley, RM; Hind, DJN"
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,-40.545556,-11.172778,1996.0,7.0,Magnoliopsida,Brazil,HUEFS - Herbario da Universidade Estadual de Feira de Santana,"Giulietti, A.M."
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,,,1996.0,7.0,Magnoliopsida,Brazil,,"Giulietti, A.M."
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,,,1996.0,10.0,Magnoliopsida,Brazil,RB - Rio de Janeiro Botanical Garden Herbarium Collection,R.L.S. Dutra; A.M. Assis
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,-38.966667,-11.933333,1996.0,12.0,Magnoliopsida,Brazil,HUEFS - Herbario da Universidade Estadual de Feira de Santana,"Harley, R.M."
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,-35.2325,-7.096389,1995.0,1.0,Magnoliopsida,Brazil,JPB - Herbário Lauro Pires Xavier,"Moura, OT"
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,0.0,0.0,1995.0,4.0,Magnoliopsida,Brazil,UEC - Herbário da Universidade Estadual de Campinas,"Damasceno Junior, G.A.; Leitão Filho, H.F.; Semir, J.; Rodrigues, R.R."
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,,,1995.0,6.0,Magnoliopsida,Brazil,HUEFS - Herbario da Universidade Estadual de Feira de Santana,"França, F."
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,,,1995.0,8.0,Magnoliopsida,Brazil,NMNH Extant Biology,"G. Hatschbach, M. M. Hatschbach & J. Motta"
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,,,1995.0,10.0,Magnoliopsida,Brazil,,"Costa,  M.A.S. da; Assunção,  P.A.C.L."
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,,,1994.0,3.0,Magnoliopsida,Brazil,ESA - Herbário da Escola Superior de Agricultura Luiz de Queiroz,"Souza, V.C. et al."
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,,,1994.0,3.0,Magnoliopsida,Brazil,,"Souza, V.C."
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,,,1994.0,6.0,Magnoliopsida,Brazil,NMNH Extant Biology,"G. Hatschbach, V. J. Pott & J. M. Silva"
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,,,1994.0,6.0,Magnoliopsida,Brazil,CPAP - Herbário CPAP,"Hatschbach, G.; Pott, V.J.; Silva, J.M."
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,-57.583333,-19.033333,1994.0,7.0,Magnoliopsida,Brazil,CGMS - Herbário da Fundação Universidade Federal de Mato Grosso do Sul,N.C. Bueno
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,,,1993.0,2.0,Magnoliopsida,Brazil,,Hatschbach GG; Schinini A; Silva JM
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,,,1993.0,2.0,Magnoliopsida,Brazil,NMNH Extant Biology,"G. Hatschbach, A. Schinini & J. M. Silva"
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,,,1993.0,2.0,Magnoliopsida,Brazil,CPAP - Herbário CPAP,"Hatschbach, G.; Schinini, A.; Silva, J.M."
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,-56.666667,-16.383333,1993.0,3.0,Magnoliopsida,Brazil,UFMT - Herbário UFMT,"Schessl, M."
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,-56.733333,-16.333333,1993.0,4.0,Magnoliopsida,Brazil,CPAP - Herbário CPAP,"Pott, V. J.; Pereira, M.; J. dos S.V. da Silva; Abdon, M."
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,,,1993.0,12.0,Magnoliopsida,Brazil,HUEFS - Herbario da Universidade Estadual de Feira de Santana,"Gomes, D.J."
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,,,1992.0,2.0,Magnoliopsida,Brazil,NMNH Extant Biology,M. Schessl
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,0.0,0.0,1992.0,2.0,Magnoliopsida,Brazil,UFMT - Herbário UFMT,"Schessl, M."
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,0.0,0.0,1992.0,3.0,Magnoliopsida,Brazil,UEC - Herbário da Universidade Estadual de Campinas,"Prado, A.L."
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,0.0,0.0,1992.0,4.0,Magnoliopsida,Brazil,UEC - Herbário da Universidade Estadual de Campinas,"Prado, A.L."
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,-57.233333,-19.2,1992.0,6.0,Magnoliopsida,Brazil,CGMS - Herbário da Fundação Universidade Federal de Mato Grosso do Sul,N.C. Bueno
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,-57.233333,-19.2,1992.0,6.0,Magnoliopsida,Brazil,CPAP - Herbário CPAP,"Bueno, N. C.; Hamilton, S.; Sippel, S."
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,-57.65,-19.016667,1992.0,6.0,Magnoliopsida,Brazil,CPAP - Herbário CPAP,"Pott, A.; Franco, A.A."
Justicia anagallis (Nees) Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,anagallis,0.0,0.0,1992.0,11.0,Magnoliopsida,Brazil,UFMT - Herbário UFMT,"Cordeiro, I.; Catharino, E.L.M.; Ribeiro, W.; Simonetti, C.; Machado, C."
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,0.0,0.0,1992.0,12.0,Magnoliopsida,Brazil,ICN - Herbário do Instituto de Ciências Naturais,"Rúgolo, Z; et al."
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,-56.383333,-19.483333,1991.0,2.0,Magnoliopsida,Brazil,CPAP - Herbário CPAP,"Pott, A.; Pott, V.J.; Pereira, M.; Mauro, R.A.; Tomas, W."
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,-56.383333,-19.483333,1991.0,2.0,Magnoliopsida,Brazil,CGMS - Herbário da Fundação Universidade Federal de Mato Grosso do Sul,A. Pott
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,,,1991.0,3.0,Magnoliopsida,Brazil,NMNH Extant Biology,G. Hatschbach & J. Saldanha
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,0.0,0.0,1991.0,3.0,Magnoliopsida,Brazil,MBM - Herbário do Museu Botânico Municipal,"Hatschbach, G; Saldanha, J"
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,0.0,0.0,1991.0,7.0,Magnoliopsida,Brazil,UEC - Herbário da Universidade Estadual de Campinas,"Prado, A.L."
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,,,1991.0,8.0,Magnoliopsida,Brazil,CPAP - Herbário CPAP,"Cervi, A. C.; Pott, A.; Pott, V.J.; Dunaiski Jr., A."
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,,,1991.0,8.0,Magnoliopsida,Brazil,UPCB - Herbário do Departamento de Botânica,"Cervi, A.C."
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,-56.9,-16.93,1991.0,12.0,Magnoliopsida,Brazil,NMNH Extant Biology,M. Schessl
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,-56.9,-16.933333,1991.0,12.0,Magnoliopsida,Brazil,UFMT - Herbário UFMT,"Schessl, M."
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,,,1990.0,3.0,Magnoliopsida,Brazil,CEPEC - Herbário do Centro de Pesquisas do Cacau,A. M. de Carvalho
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,,,1990.0,3.0,Magnoliopsida,Brazil,RB - Rio de Janeiro Botanical Garden Herbarium Collection,Andre M. de Carvalho ; J. Saunders
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,-57.516667,-19.233333,1990.0,4.0,Magnoliopsida,Brazil,CPAP - Herbário CPAP,"Pott, V. J.; Pott, V.J.; Bueno, N.C."
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,,,1989.0,6.0,Magnoliopsida,Brazil,CPAP - Herbário CPAP,"Pott, V. J.; Pott, V.J.; Bueno, N.C."
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,-55.966667,-19.85,1989.0,11.0,Magnoliopsida,Brazil,CPAP - Herbário CPAP,"Pott, A.; Barros , A. T. M. de; Tomas, W."
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,-57.05,-19.233333,1989.0,12.0,Magnoliopsida,Brazil,CPAP - Herbário CPAP,"Pott, V. J.; Silva, M.P. da; Benicio, S.J."
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,-38.966667,-12.25,1988.0,5.0,Magnoliopsida,Brazil,HUEFS - Herbario da Universidade Estadual de Feira de Santana,"Queiroz, L.P.de"
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,-38.97,-12.25,1988.0,5.0,Magnoliopsida,Brazil,NMNH Extant Biology,L. P. de Queiróz & et al.
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,-57.1,-19.733333,1987.0,6.0,Magnoliopsida,Brazil,CPAP - Herbário CPAP,"Pott, A.; Boock, A.; Araujo, M. R.; Pereira, M."
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,,,1987.0,7.0,Magnoliopsida,Brazil,Tropicos,Shunsuke Tsugaru|Yotaro Sano
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,-57.166667,-19.633333,1987.0,10.0,Magnoliopsida,Brazil,CGMS - Herbário da Fundação Universidade Federal de Mato Grosso do Sul,V.J. Pott
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,-57.166667,-19.633333,1987.0,10.0,Magnoliopsida,Brazil,CPAP - Herbário CPAP,"Pott, V. J.; Pott, A; Silva, M.P. da; Boock, A."
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,0.0,0.0,1986.0,5.0,Magnoliopsida,Brazil,SMDB - Santa Maria Departamento de Biologia,"Alvarez, AF"
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,0.0,0.0,1986.0,5.0,Magnoliopsida,Brazil,ICN - Herbário do Instituto de Ciências Naturais,"Irgang, BE"
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,0.0,0.0,1986.0,7.0,Magnoliopsida,Brazil,FUEL - Herbário da Universidade Estadual de Londrina,Francisco das Chagas e Silva
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,-57.233333,-19.2,1986.0,12.0,Magnoliopsida,Brazil,CPAP - Herbário CPAP,"Pott, A.; Cunha, C. N. da; Pott, V. J.; Tavares, C. C. de F."
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,,,1985.0,3.0,Magnoliopsida,Brazil,CPAP - Herbário CPAP,"Hatschbach, G.; Silva, J.M."
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,,,1985.0,3.0,Magnoliopsida,Brazil,,"Hatschbach,  G.; Silva,  M.G. da"
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,0.0,0.0,1985.0,3.0,Magnoliopsida,Brazil,UFMT - Herbário UFMT,"Hatschbach, G.; Silva, J.M."
Justicia laevilinguis Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,Justicia laevilinguis,laevilinguis,,,1985.0,3.0,Magnoliopsida,Brazil,NMNH Extant Biology,G. Hatschbach & J. M. Silva
