Nome Entrada,family,genus,scientificname,specificepithet,infraspecificepithet,scientificnameauthorship,taxonomicstatus,modified,formaVida,nomeStr,substrato,sinonimos,species,tipoVegetacao,origem,acceptednameusage
Justicia laevilinguis (Nees) Lindau,Acanthaceae,Justicia,Justicia laevilinguis (Nees) Lindau,laevilinguis,,(Nees) Lindau,NOME_ACEITO,2015-02-23 14:25:53.861,['Erva'],Justicia laevilinguis (Nees) Lindau,['Terrícola'],"['Justicia paludosa (S.Moore) V.A.W.Graham', 'Justicia anagallis (Nees) Lindau', 'Rhytiglossa repens Nees', 'Rhytiglossa obtusifolia Nees', 'Dianthera paludosa S.Moore', 'Justicia obtusifolia (Nees) Lindau', 'Justicia repens Nees', 'Rhytiglossa laevelinguis Blanch. ex Nees', 'Rhytiglossa anagalis Nees']",Justicia laevilinguis ,"['Campo de Várzea', 'Floresta Ombrófila (= Floresta Pluvial)']",Nativa,
